,HERE_address,Latitude,Longitude,schs_1km,schs_2km,sap_sch_1km,sap_sch_2km,autonomous_sch_1km,autonomous_sch_2km,gifted_sch_1km,gifted_sch_2km,ip_sch_1km,ip_sch_2km,hawker_1km,hawker_2km,supermarket_1km,supermarket_2km
62384,980B BUANGKOK CRES Singapore,1.37972,103.88098,5,23,0,1,1,1,0,1,0,0,1,1,6,19
62390,238 HOUGANG AVE 1 Singapore,1.35765,103.88898,4,15,0,1,1,2,0,0,1,1,2,2,5,13
62396,961 HOUGANG AVE 9 Singapore,1.3776,103.8787,7,17,0,1,1,1,1,1,0,0,1,1,7,17
62408,562 HOUGANG ST 51 Singapore,1.38069,103.88916,9,28,1,2,0,1,0,1,0,0,1,1,6,21
62415,974 HOUGANG ST 91 Singapore,1.37763,103.87944,7,18,0,1,1,1,1,1,0,0,1,1,8,17
62422,621 HOUGANG AVE 8 Singapore,1.37012,103.88329,9,20,0,1,1,1,1,1,0,0,1,5,4,18
62425,656 HOUGANG AVE 8 Singapore,1.37333,103.88188,9,21,0,2,1,1,1,1,0,0,1,4,6,18
62426,615 HOUGANG AVE 8 Singapore,1.36881,103.88477,5,22,0,1,1,2,0,1,0,1,1,3,4,20
62435,241 JURONG EAST ST 24 Singapore,1.34163,103.74297,5,14,0,0,0,0,0,0,0,0,1,2,12,23
62448,409 PANDAN GDNS Singapore,1.31867,103.7474,1,6,0,1,1,1,0,1,0,0,1,3,1,18
62455,224 JURONG EAST ST 21 Singapore,1.34191,103.73673,6,14,0,0,0,0,0,0,0,0,2,3,8,23
62463,105 JURONG EAST ST 13 Singapore,1.33753,103.73839,3,11,0,0,0,0,0,0,0,0,1,4,9,24
62466,404 PANDAN GDNS Singapore,1.31999,103.74928,1,6,0,1,1,1,0,1,0,0,1,4,1,20
62480,312 JURONG EAST ST 32 Singapore,1.3471,103.73216,4,14,0,0,0,0,0,0,0,0,2,4,4,23
62488,239 JURONG EAST ST 21 Singapore,1.3405,103.74045,5,12,0,0,0,0,0,0,0,0,1,2,12,22
62496,286C TOH GUAN RD Singapore,1.33905,103.74464,3,12,0,0,0,0,0,0,0,0,1,2,13,23
62501,176 BOON LAY DR Singapore,1.3474700000000002,103.70968,4,18,1,1,1,1,0,0,1,1,1,4,6,13
62518,418 JURONG WEST ST 42 Singapore,1.3511,103.72665,6,15,0,0,0,0,0,0,0,0,2,5,4,14
62521,421 JURONG WEST ST 42 Singapore,1.35039,103.72733,6,15,0,0,0,0,0,0,0,0,2,5,4,15
62530,445 JURONG WEST ST 42 Singapore,1.35225,103.72057,6,12,0,1,0,1,0,0,0,1,1,4,5,9
62534,952 JURONG WEST ST 91 Singapore,1.34273,103.69134,6,12,0,1,0,1,0,0,0,1,1,1,3,11
62540,810 JURONG WEST ST 81 Singapore,1.34675,103.69558,6,13,0,1,0,1,0,0,0,1,1,2,4,12
62548,744 JURONG WEST ST 73 Singapore,1.3469,103.69902,6,14,0,1,0,1,0,0,0,1,1,2,4,12
62556,554 JURONG WEST ST 42 Singapore,1.35304,103.71782,4,13,0,1,0,1,0,0,0,1,1,3,6,10
62566,478 JURONG WEST ST 41 Singapore,1.3471799999999998,103.72393,7,17,0,1,0,1,0,0,0,1,2,5,5,12
62574,990C JURONG WEST ST 93 Singapore,1.33536,103.69439,5,11,0,1,0,1,0,0,0,1,1,1,4,11
62580,368 CORPORATION DR Singapore,1.3373700000000002,103.71983,4,14,0,1,0,1,0,0,0,1,1,4,2,15
62590,668C JURONG WEST ST 64 Singapore,1.3415,103.70366,7,17,1,1,1,1,0,0,1,1,1,3,6,14
62601,934 JURONG WEST ST 91 Singapore,1.3424,103.68875,4,11,0,0,0,0,0,0,0,0,1,1,3,12
62611,707 JURONG WEST ST 71 Singapore,1.3420299999999998,103.694,9,13,0,1,0,1,0,0,0,1,1,1,4,11
62621,179 YUNG SHENG RD Singapore,1.33396,103.72079,3,10,0,1,0,1,0,0,0,1,1,4,2,19
62629,681B JURONG WEST CTRL 1 Singapore,1.34503,103.70483,7,16,1,1,1,1,0,0,1,1,2,3,7,13
62634,178 YUNG SHENG RD Singapore,1.33338,103.72114,3,10,0,1,0,1,0,0,0,1,1,4,3,18
62641,658C JURONG WEST ST 65 Singapore,1.33702,103.70031,5,15,0,1,0,1,0,0,0,1,1,2,6,11
62653,157 YUNG LOH RD Singapore,1.32864,103.72196,1,5,0,0,0,0,0,0,0,0,1,1,4,18
62658,658A JURONG WEST ST 65 Singapore,1.33685,103.70124,5,15,0,1,0,1,0,0,0,1,1,2,6,11
62664,652A JURONG WEST ST 61 Singapore,1.33686,103.69843,5,14,0,1,0,1,0,0,0,1,1,2,7,12
62671,690 JURONG WEST CTRL 1 Singapore,1.3409799999999998,103.70661,8,16,1,1,1,1,0,0,1,1,1,4,5,15
62676,827 JURONG WEST ST 81 Singapore,1.34546,103.69324,7,13,0,1,0,1,0,0,0,1,1,1,4,11
62677,974 JURONG WEST ST 93 Singapore,1.33983,103.6934,7,12,0,1,0,1,0,0,0,1,1,1,3,11
62679,726 JURONG WEST AVE 5 Singapore,1.34596,103.69689,5,14,0,1,0,1,0,0,0,1,1,2,4,11
62690,331 TAH CHING RD Singapore,1.33826,103.7234,4,13,0,1,0,1,0,0,0,1,1,5,2,18
62693,656B JURONG WEST ST 61 Singapore,1.33585,103.69911,4,14,0,1,0,1,0,0,0,1,1,2,6,11
62703,151 YUNG HO RD Singapore,1.3269799999999998,103.72119,1,5,0,0,0,0,0,0,0,0,1,1,8,17
62710,32 JLN BAHAGIA Singapore,1.32592,103.85847,6,15,2,2,0,2,0,0,0,1,3,11,7,31
62724,67 KALLANG BAHRU Singapore,1.32148,103.86908,2,12,0,2,0,1,0,0,0,1,3,9,3,30
62728,123 MCNAIR RD Singapore,1.31813,103.85643,4,12,1,2,0,0,0,0,0,0,4,14,9,32
62735,49 JLN BAHAGIA Singapore,1.32792,103.85633,4,15,2,2,0,1,0,0,0,0,5,11,8,25
62737,19 ST. GEORGE'S RD Singapore,1.32446,103.86279,6,11,1,2,0,1,0,0,0,1,4,10,6,28
62739,113 LOR 3 GEYLANG Singapore,1.31166,103.87398,0,7,0,2,0,1,0,1,0,1,2,12,8,28
62742,110 WHAMPOA RD Singapore,1.32696,103.85577,4,14,2,2,0,1,0,0,0,0,4,11,8,26
62748,69 MOULMEIN RD Singapore,1.31912,103.85062,4,14,1,2,0,1,0,1,0,0,3,10,8,27
62752,109 MCNAIR RD Singapore,1.32154,103.85923,4,9,1,2,0,0,0,0,0,0,3,12,6,32
62757,2D UPP BOON KENG RD Singapore,1.31297,103.87241,0,11,0,3,0,1,0,1,0,1,3,12,8,29
62772,60 GEYLANG BAHRU Singapore,1.32269,103.86917,3,12,0,2,0,1,0,0,0,1,3,10,3,28
62780,105 TOWNER RD Singapore,1.32058,103.86134,4,10,1,2,0,0,0,0,0,0,4,13,5,29
62793,5 MARINE TER Singapore,1.30444,103.91708,5,8,1,1,1,2,1,2,0,1,1,4,2,16
62804,74 MARINE DR Singapore,1.30358,103.90737,2,8,1,2,0,4,1,1,0,0,3,6,11,22
62809,14 MARINE TER Singapore,1.30332,103.91543,5,8,1,1,1,2,1,2,0,1,1,3,3,17
62818,142 PASIR RIS ST 11 Singapore,1.36361,103.95905,4,18,0,0,1,2,0,0,0,0,0,1,5,15
62833,478 PASIR RIS DR 4 Singapore,1.37473,103.95905,5,10,0,0,0,1,0,0,0,0,1,1,3,10
62838,452 PASIR RIS DR 6 Singapore,1.37168,103.95734,6,13,0,0,0,2,0,0,0,0,1,1,6,11
62843,774 PASIR RIS ST 71 Singapore,1.3742299999999998,103.9369,3,5,0,1,0,0,0,0,0,0,0,1,4,7
62848,144 PASIR RIS ST 11 Singapore,1.36279,103.96034,4,17,0,0,1,2,0,0,0,0,0,1,6,15
62855,184 PASIR RIS ST 11 Singapore,1.36539,103.96012,6,17,0,0,1,2,0,0,0,0,0,1,5,13
62860,197 PASIR RIS ST 12 Singapore,1.36637,103.96045,6,15,0,0,1,2,0,0,0,0,0,1,4,13
62864,636 PASIR RIS DR 1 Singapore,1.37693,103.9407,3,6,0,0,0,0,0,0,0,0,0,1,3,7
62873,741 PASIR RIS ST 71 Singapore,1.3776700000000002,103.93624,2,4,0,0,0,0,0,0,0,0,0,1,4,7
62886,461 PASIR RIS DR 4 Singapore,1.37135,103.95881,6,13,0,0,0,2,0,0,0,0,1,1,5,10
62891,482 PASIR RIS DR 4 Singapore,1.37395,103.95972,6,11,0,0,0,1,0,0,0,0,1,1,5,9
62901,737 PASIR RIS DR 10 Singapore,1.37936,103.93715,2,4,0,0,0,0,0,0,0,0,0,1,4,7
62907,743 PASIR RIS ST 71 Singapore,1.37726,103.93573,2,4,0,0,0,0,0,0,0,0,0,1,4,7
62920,236 PASIR RIS ST 21 Singapore,1.37437,103.96268,5,9,0,0,0,1,0,0,0,0,0,1,4,9
62927,154 PASIR RIS ST 13 Singapore,1.3634,103.96333,4,16,0,0,1,2,0,0,0,0,0,1,4,12
62930,540 PASIR RIS ST 51 Singapore,1.3692,103.9508,6,17,0,0,0,2,0,0,0,0,1,1,4,17
62936,455 PASIR RIS DR 6 Singapore,1.37178,103.95821,6,13,0,0,0,2,0,0,0,0,1,1,6,11
62938,509 PASIR RIS ST 52 Singapore,1.37583,103.9442,2,9,0,0,0,0,0,0,0,0,1,1,5,10
62947,168B PUNGGOL EAST Singapore,1.39469,103.914,7,18,0,0,0,0,0,0,0,0,0,0,8,15
62962,174B EDGEDALE PLAINS Singapore,1.3969200000000002,103.91092,9,18,0,0,0,0,0,0,0,0,0,0,12,19
62969,106C PUNGGOL FIELD Singapore,1.3975799999999998,103.90772,12,20,0,0,0,0,0,0,0,0,0,0,10,20
62973,602A PUNGGOL CTRL Singapore,1.40365,103.90708,9,18,0,0,0,0,0,0,0,0,0,0,8,20
62991,306B PUNGGOL PL Singapore,1.40601,103.90608,6,17,0,0,0,0,0,0,0,0,0,0,8,21
63029,196A PUNGGOL FIELD Singapore,1.39914,103.90657,13,21,0,0,0,0,0,0,0,0,0,0,10,22
63035,101B PUNGGOL FIELD Singapore,1.39918,103.90574,13,21,0,0,0,0,0,0,0,0,0,0,10,22
63043,110D PUNGGOL FIELD Singapore,1.3963,103.90933,10,18,0,0,0,0,0,0,0,0,0,0,9,20
63054,163A PUNGGOL CTRL Singapore,1.39533,103.91407,7,18,0,0,0,0,0,0,0,0,0,0,8,14
63063,197B PUNGGOL FIELD Singapore,1.40033,103.9067,12,21,0,0,0,0,0,0,0,0,0,0,10,22
63075,166B PUNGGOL CTRL Singapore,1.39459,103.91501,5,17,0,0,0,0,0,0,0,0,0,0,8,14
63081,40 HOLLAND DR Singapore,1.30723,103.79339,0,6,0,0,0,1,0,2,0,1,6,8,11,19
63083,18A HOLLAND DR Singapore,1.31116,103.7917,0,8,0,1,0,1,0,2,0,2,4,7,11,16
63115,23 GHIM MOH LINK Singapore,1.30911,103.78603,4,9,0,1,1,2,2,2,1,2,2,7,8,20
63140,81 STRATHMORE AVE Singapore,1.29473,103.80946,3,9,0,0,1,1,0,0,0,0,2,10,7,19
63144,478 SEMBAWANG DR Singapore,1.45272,103.81637,7,10,0,0,0,0,0,0,0,0,0,0,9,17
63151,507A WELLINGTON CIRCLE Singapore,1.45223,103.82342,4,8,0,0,0,0,0,0,0,0,0,0,6,15
63159,357B ADMIRALTY DR Singapore,1.45006,103.81628,7,12,0,0,0,0,0,0,0,0,0,0,7,17
63171,503C CANBERRA LINK Singapore,1.45053,103.82225,6,8,0,0,0,0,0,0,0,0,0,0,6,16
63177,415 SEMBAWANG DR Singapore,1.4517799999999998,103.8183,7,9,0,0,0,0,0,0,0,0,0,0,8,17
63185,195 RIVERVALE DR Singapore,1.39287,103.90276,10,26,0,1,0,0,0,0,0,0,0,0,5,24
63203,298C COMPASSVALE ST Singapore,1.39488,103.90172,11,26,0,1,0,0,0,0,0,0,0,0,5,25
63216,323A SENGKANG EAST WAY Singapore,1.39307,103.8926,8,24,1,1,0,0,0,0,0,0,0,0,6,19
63223,269D COMPASSVALE LINK Singapore,1.38341,103.89649,8,27,1,2,0,1,0,0,0,0,0,1,6,19
63233,224A COMPASSVALE WALK Singapore,1.3881,103.89821,12,28,1,1,0,0,0,0,0,0,0,0,8,21
63240,319A ANCHORVALE DR Singapore,1.39074,103.8905,7,26,1,1,0,0,0,0,0,0,0,1,7,20
63254,120C RIVERVALE DR Singapore,1.38542,103.90427,7,26,0,1,0,0,0,0,0,0,0,0,4,16
63257,235 COMPASSVALE WALK Singapore,1.39105,103.89963,9,27,0,1,0,0,0,0,0,0,0,0,6,22
63261,269C COMPASSVALE LINK Singapore,1.3834,103.89649,8,27,1,2,0,1,0,0,0,0,0,1,6,19
63274,277A COMPASSVALE LINK Singapore,1.38201,103.89414,6,27,1,2,0,1,0,0,0,0,0,1,6,21
63294,187B RIVERVALE DR Singapore,1.39428,103.90632,13,23,0,1,0,0,0,0,0,0,0,0,4,26
63301,301A ANCHORVALE DR Singapore,1.38943,103.89184,9,29,1,1,0,0,0,0,0,0,0,1,6,23
63312,186B RIVERVALE DR Singapore,1.39262,103.90565,11,24,0,1,0,0,0,0,0,0,0,0,4,25
63319,229 COMPASSVALE WALK Singapore,1.38883,103.90062,9,27,0,1,0,0,0,0,0,0,0,0,7,21
63325,260C SENGKANG EAST WAY Singapore,1.39418,103.89562,10,26,1,1,0,0,0,0,0,0,0,0,6,22
63332,313D ANCHORVALE RD Singapore,1.39232,103.8879,4,24,1,1,0,0,0,0,0,0,0,1,8,20
63345,104 SERANGOON NTH AVE 1 Singapore,1.37075,103.87074,3,11,0,0,0,1,1,1,0,0,2,6,4,15
63348,253 SERANGOON CTRL DR Singapore,1.35408,103.87102,5,16,0,1,1,3,0,0,0,1,0,4,5,11
63351,297 TAMPINES ST 22 Singapore,1.35099,103.95477,8,19,0,0,1,2,0,0,0,0,0,2,6,16
63364,238 TAMPINES ST 21 Singapore,1.35572,103.94679,8,23,0,1,0,2,0,1,0,0,1,2,11,23
63367,205 TAMPINES ST 21 Singapore,1.35188,103.95167,8,22,0,1,1,2,0,1,0,0,0,2,12,19
63374,833 TAMPINES ST 83 Singapore,1.35088,103.93404,6,20,1,2,0,1,1,1,0,0,1,3,6,16
63379,485B TAMPINES AVE 9 Singapore,1.35972,103.95642,8,19,0,0,2,2,0,0,0,0,0,2,5,22
63385,714 TAMPINES ST 71 Singapore,1.35986,103.93739,2,17,1,1,0,0,0,1,0,0,1,2,3,21
63398,256 TAMPINES ST 21 Singapore,1.35301,103.94963,9,22,0,1,1,2,0,1,0,0,1,2,12,20
63406,703 TAMPINES ST 71 Singapore,1.35704,103.93762,4,15,1,1,0,0,1,1,0,0,1,2,10,21
63412,362 TAMPINES ST 34 Singapore,1.35611,103.96152,4,16,0,0,2,2,0,0,0,0,0,0,4,14
63417,301 TAMPINES ST 32 Singapore,1.35331,103.95557,9,18,0,0,2,2,0,0,0,0,0,2,7,19
63420,101 TAMPINES ST 11 Singapore,1.34715,103.94527,8,25,0,3,0,4,0,1,0,0,2,3,11,25
63424,733 TAMPINES ST 71 Singapore,1.35796,103.93362,4,13,1,1,0,0,1,1,0,0,1,2,5,16
63434,908 TAMPINES AVE 4 Singapore,1.35055,103.9389,8,21,1,2,0,1,1,1,0,0,2,2,12,19
63437,935 TAMPINES ST 91 Singapore,1.34592,103.94108,5,24,0,3,0,3,1,1,0,0,2,4,9,24
63444,108 SIMEI ST 1 Singapore,1.34317,103.95097,5,19,0,1,0,3,0,1,0,0,1,3,4,24
63452,224 SIMEI ST 4 Singapore,1.34278,103.95745,3,14,0,0,0,3,0,0,0,0,0,1,2,20
63459,162 SIMEI RD Singapore,1.34561,103.95962,3,13,0,0,0,2,0,0,0,0,0,1,4,18
63464,122 SIMEI ST 1 Singapore,1.34533,103.95248,5,20,0,1,0,4,0,1,0,0,1,2,6,21
63472,456 TAMPINES ST 42 Singapore,1.35748,103.95468,9,21,0,0,2,2,0,0,0,0,0,3,6,21
63477,497D TAMPINES ST 45 Singapore,1.35865,103.95923,6,19,0,0,2,2,0,0,0,0,0,1,5,20
63485,356 TAMPINES ST 33 Singapore,1.35428,103.96172,4,14,0,0,2,2,0,0,0,0,0,0,4,14
63491,497G TAMPINES ST 45 Singapore,1.3603299999999998,103.95921,6,17,0,0,2,2,0,0,0,0,0,1,6,20
63499,701 TAMPINES ST 71 Singapore,1.35631,103.93698,5,15,1,1,0,0,1,1,0,0,1,2,11,20
63506,124 TAMPINES ST 11 Singapore,1.34567,103.94959,8,21,0,1,0,4,0,1,0,0,1,3,10,25
63520,111 SIMEI ST 1 Singapore,1.34249,103.94964,6,22,0,2,0,3,0,1,0,0,1,3,4,24
63525,937 TAMPINES AVE 5 Singapore,1.34739,103.94159,5,24,0,3,0,3,1,1,0,0,2,4,10,25
63531,245 TAMPINES ST 21 Singapore,1.35314,103.94661,8,22,0,1,0,2,0,1,0,0,2,2,12,22
63542,56 LOR 4 TOA PAYOH Singapore,1.33694,103.85076,7,17,1,2,1,1,0,1,0,1,6,8,7,21
63553,2 UPP ALJUNIED LANE Singapore,1.33414,103.87894,5,15,1,1,2,4,0,0,1,2,0,6,6,17
63559,231 LOR 8 TOA PAYOH Singapore,1.33795,103.85918,4,19,1,2,0,3,0,0,0,1,4,8,4,20
63571,57 LOR 5 TOA PAYOH Singapore,1.33694,103.85099,7,17,1,2,1,1,0,1,0,1,6,8,7,21
63576,109 LOR 1 TOA PAYOH Singapore,1.34105,103.84628,6,14,0,2,0,2,1,2,1,2,5,7,5,16
63583,103 POTONG PASIR AVE 1 Singapore,1.33426,103.86938,4,16,0,3,1,3,0,0,1,1,0,7,2,20
63587,171 LOR 1 TOA PAYOH Singapore,1.33119,103.84285,3,18,0,2,1,1,0,2,0,3,1,9,5,19
63599,60 LOR 4 TOA PAYOH Singapore,1.33651,103.85094,6,18,1,2,1,1,0,1,0,1,6,8,7,22
63608,236 LOR 1 TOA PAYOH Singapore,1.34076,103.85226,5,17,0,2,0,2,0,2,0,2,6,8,5,19
63614,128 POTONG PASIR AVE 1 Singapore,1.33482,103.86595,4,17,1,3,1,3,0,0,1,1,1,9,3,20
63615,25 MARSILING DR Singapore,1.44208,103.77268,3,8,0,0,0,0,0,0,0,0,1,2,0,8
63624,324 WOODLANDS ST 32 Singapore,1.4312200000000002,103.77958,5,15,0,0,0,0,0,0,0,0,1,2,6,10
63625,765 WOODLANDS CIRCLE Singapore,1.44601,103.7965,5,16,0,0,0,0,0,0,0,0,1,1,13,22
63636,526 WOODLANDS DR 14 Singapore,1.43275,103.79286,10,21,0,0,0,0,0,0,0,0,0,2,6,16
63646,660 WOODLANDS RING RD Singapore,1.43571,103.79959,8,18,0,0,0,0,0,0,0,0,1,1,8,20
63653,314 WOODLANDS ST 31 Singapore,1.43101,103.77614,5,13,0,0,0,0,0,0,0,0,1,2,4,9
63667,894C WOODLANDS DR 50 Singapore,1.43587,103.79062,8,23,0,0,0,0,0,0,0,0,0,3,6,22
63675,871 WOODLANDS ST 81 Singapore,1.4437,103.78929,5,22,0,0,0,0,0,0,0,0,0,3,6,23
63683,158 WOODLANDS ST 13 Singapore,1.4342,103.77496,5,12,0,0,0,0,0,0,0,0,1,2,4,9
63692,740 WOODLANDS CIRCLE Singapore,1.44489,103.79614,7,16,0,0,0,0,0,0,0,0,1,1,13,22
63702,512 WOODLANDS DR 14 Singapore,1.43455,103.78872,9,22,0,0,0,0,0,0,0,0,1,3,6,18
63714,587 WOODLANDS DR 16 Singapore,1.42837,103.79569,6,17,0,0,0,0,0,0,0,0,0,2,3,15
63727,615 WOODLANDS AVE 4 Singapore,1.4339,103.79633,9,18,0,0,0,0,0,0,0,0,1,2,8,19
63740,750 WOODLANDS AVE 4 Singapore,1.44421,103.7937,8,17,0,0,0,0,0,0,0,0,1,3,12,23
63753,769 WOODLANDS DR 60 Singapore,1.44725,103.79932,5,17,0,0,0,0,0,0,0,0,1,1,11,24
63765,724 WOODLANDS AVE 6 Singapore,1.44515,103.79885,7,15,0,0,0,0,0,0,0,0,1,1,13,23
63778,688B WOODLANDS DR 75 Singapore,1.44363,103.80703,5,17,0,0,0,0,0,0,0,0,1,1,7,26
63794,790 WOODLANDS AVE 6 Singapore,1.44309,103.80252,8,18,0,0,0,0,0,0,0,0,1,1,8,25
63807,683C WOODLANDS DR 62 Singapore,1.44111,103.80296,9,19,0,0,0,0,0,0,0,0,1,1,9,23
63817,410 WOODLANDS ST 41 Singapore,1.42901,103.77338,4,9,0,0,0,0,0,0,0,0,1,2,4,8
63825,687C WOODLANDS DR 75 Singapore,1.44209,103.8073,5,18,0,0,0,0,0,0,0,0,1,1,7,24
63849,352 WOODLANDS AVE 1 Singapore,1.43167,103.78421,7,18,0,0,0,0,0,0,0,0,1,2,5,11
63856,516 WOODLANDS DR 14 Singapore,1.4349299999999998,103.79126,11,23,0,0,0,0,0,0,0,0,0,3,7,21
63870,865 WOODLANDS ST 83 Singapore,1.44116,103.79291,9,19,0,0,0,0,0,0,0,0,1,3,9,24
63876,798 WOODLANDS DR 72 Singapore,1.44357,103.80372,6,20,0,0,0,0,0,0,0,0,1,1,8,23
63880,797 WOODLANDS DR 72 Singapore,1.44338,103.80322,7,20,0,0,0,0,0,0,0,0,1,1,8,24
63891,803 WOODLANDS ST 81 Singapore,1.44051,103.7872,7,23,0,0,0,0,0,0,0,0,0,3,4,23
63895,326 WOODLANDS ST 32 Singapore,1.43068,103.77949,5,14,0,0,0,0,0,0,0,0,1,2,6,10
63900,172 YISHUN AVE 7 Singapore,1.43646,103.83127,9,14,0,0,1,1,0,0,0,0,1,2,8,20
63908,237 YISHUN RING RD Singapore,1.43338,103.83918,7,16,0,0,1,1,0,0,0,0,0,2,10,24
63925,796A YISHUN RING RD Singapore,1.41926,103.83278,7,16,0,0,0,1,0,0,0,0,0,2,7,22
63926,118 YISHUN RING RD Singapore,1.43571,103.82865,5,14,0,0,0,1,0,0,0,0,1,1,5,20
63943,811 YISHUN RING RD Singapore,1.41647,103.83201,5,14,0,0,0,1,0,0,0,0,0,2,6,18
63945,151 YISHUN ST 11 Singapore,1.43096,103.83421,9,18,0,0,1,1,0,0,0,0,1,2,13,25
63955,280 YISHUN ST 22 Singapore,1.43847,103.83713,7,13,0,0,1,1,0,0,0,0,0,2,8,20
63959,238 YISHUN RING RD Singapore,1.43305,103.83949,7,17,0,0,1,1,0,0,0,0,0,2,10,25
63964,631 YISHUN ST 61 Singapore,1.41879,103.83834,7,16,0,0,0,1,0,0,0,0,0,2,9,22
63966,128 ANG MO KIO AVE 3 Singapore,1.3706,103.84353,7,17,0,3,1,3,0,1,0,2,5,10,7,15
63976,322 ANG MO KIO AVE 3 Singapore,1.3685200000000002,103.84775,6,17,0,3,1,3,0,1,0,2,6,9,8,15
63986,413 ANG MO KIO AVE 10 Singapore,1.36362,103.85431,4,16,0,1,0,2,0,1,0,1,3,9,5,15
63989,470 ANG MO KIO AVE 10 Singapore,1.36471,103.85678,4,16,0,1,0,2,0,1,0,1,4,9,4,18
63995,563 ANG MO KIO AVE 3 Singapore,1.37011,103.85801,4,12,0,0,1,1,0,1,0,0,3,7,5,14
64003,638 ANG MO KIO AVE 6 Singapore,1.38065,103.84349,4,12,0,1,0,2,0,0,0,1,2,9,1,12
64010,101 BEDOK NTH AVE 4 Singapore,1.33418,103.93776,7,22,2,2,2,2,0,1,0,1,3,8,5,24
64016,24 NEW UPP CHANGI RD Singapore,1.3237,103.93348,4,20,0,2,0,4,0,1,1,2,4,8,7,25
64024,547 BEDOK NTH ST 3 Singapore,1.33052,103.92524,5,16,0,2,0,2,0,0,0,1,4,8,12,24
64045,422 BEDOK NTH RD Singapore,1.32892,103.92879,6,16,1,2,0,2,0,0,0,1,4,8,11,25
64052,130 BEDOK NTH ST 2 Singapore,1.32735,103.93681,11,18,2,2,2,3,0,0,1,1,6,7,10,22
64061,220B BEDOK CTRL Singapore,1.3258,103.93439,7,18,1,2,0,3,0,0,1,1,6,7,10,25
64072,668 JLN DAMAI Singapore,1.33358,103.90885,1,7,0,1,0,0,0,0,0,0,1,3,5,15
64075,413 BEDOK NTH AVE 2 Singapore,1.33009,103.9311,5,16,1,2,0,2,0,0,0,1,5,8,10,24
64082,114 LENGKONG TIGA Singapore,1.32321,103.91169,3,12,0,2,0,1,0,1,0,0,1,7,2,27
64087,664 JLN DAMAI Singapore,1.33425,103.9088,1,7,0,1,0,0,0,0,0,0,1,3,5,14
64089,156 BISHAN ST 13 Singapore,1.34545,103.85651,7,19,0,2,0,2,0,2,0,2,1,7,4,19
64098,246 BISHAN ST 22 Singapore,1.36079,103.84348,4,20,1,3,1,3,1,2,1,3,3,9,5,18
64104,209 BISHAN ST 23 Singapore,1.35566,103.84865,5,19,1,2,1,1,1,2,1,2,1,11,6,20
64108,443 SIN MING AVE Singapore,1.35886,103.83258,2,10,1,3,0,2,0,2,0,3,1,6,3,11
64116,453 SIN MING AVE Singapore,1.35878,103.8298,2,9,1,3,0,2,0,2,0,3,0,4,2,8
64122,288 BISHAN ST 24 Singapore,1.35701,103.84492,2,18,1,2,1,1,1,2,1,2,1,7,5,18
64131,190 BISHAN ST 13 Singapore,1.3505200000000002,103.85173,6,18,1,1,1,2,1,2,1,2,0,9,4,12
64139,101 BISHAN ST 12 Singapore,1.34513,103.84842,8,16,0,2,0,2,1,2,1,2,3,7,5,14
64146,126 BT BATOK CTRL Singapore,1.35165,103.74672,6,16,0,0,0,0,0,0,0,0,0,2,10,21
64148,308 BT BATOK ST 31 Singapore,1.35833,103.7481,6,14,0,0,0,0,0,0,0,0,0,0,7,16
64161,505 BT BATOK ST 52 Singapore,1.35206,103.75366,6,14,0,0,0,0,0,0,0,0,0,0,7,20
64175,509 BT BATOK ST 52 Singapore,1.35257,103.75404,6,14,0,0,0,0,0,0,0,0,0,0,7,20
64181,101 BT BATOK WEST AVE 6 Singapore,1.34641,103.74678,7,15,0,0,0,0,0,0,0,0,0,2,7,25
64190,351 BT BATOK ST 34 Singapore,1.36227,103.74942,4,11,0,0,0,0,0,0,0,0,0,0,5,19
64192,18 TAMAN HO SWEE Singapore,1.2879200000000002,103.83103,5,11,0,0,0,1,0,0,0,0,5,17,9,32
64197,30 JLN KLINIK Singapore,1.28767,103.82879,4,13,0,0,0,1,0,0,0,0,6,16,9,30
64210,104 HENDERSON CRES Singapore,1.28926,103.82134,5,13,0,0,1,1,0,0,0,0,6,13,9,25
64213,103A DEPOT RD Singapore,1.28047,103.81335,3,12,0,0,0,1,0,0,0,0,6,13,7,22
64224,120 BT MERAH VIEW Singapore,1.28306,103.82224,6,13,0,0,0,1,0,0,0,0,8,14,8,21
64231,103B DEPOT RD Singapore,1.28085,103.81286,3,12,0,0,0,1,0,0,0,0,6,13,7,21
64236,14 JLN BT MERAH Singapore,1.28766,103.80764,4,10,0,0,0,1,0,0,0,0,3,12,9,18
64240,55 HAVELOCK RD Singapore,1.2898,103.82937,5,13,0,0,0,1,0,0,0,0,5,15,9,37
64263,74 TELOK BLANGAH HTS Singapore,1.27558,103.8089,1,5,0,0,0,0,0,0,0,0,2,12,4,17
64265,27B JLN MEMBINA Singapore,1.28288,103.82501,6,14,0,0,0,1,0,0,0,0,9,15,11,21
64274,524 JELAPANG RD Singapore,1.38613,103.76609,8,16,0,0,0,0,0,0,0,0,0,1,9,14
64279,172 GANGSA RD Singapore,1.3793,103.7668,7,16,0,0,0,0,0,0,0,0,1,1,9,16
64290,168 PETIR RD Singapore,1.37745,103.76423,5,16,0,0,0,0,0,0,0,0,1,1,8,17
64295,439 FAJAR RD Singapore,1.38321,103.77053,6,15,0,0,0,0,0,0,0,0,1,1,6,13
